case_id,label,focus_component,component_label,regime,regime_label,throughput_weight,jain_weight,service_weight,x_weight,global_env_steps,seed,profile_seed,validation_seed,device,run_status,goodput_bits_per_slot,jain_fairness,max_starvation_rate,worst_p99_wait_slots,max_wait_slots,service_score,raw_x_score,throughput_score,fairness_score,reward,training_final_reward,training_jain_last32,deterministic_jain,stochastic_deterministic_jain_gap,throughput_contribution,jain_contribution,service_contribution,x_contribution,first_zero_starvation_step,best_safe_checkpoint_step,minimum_observed_starvation_rate,maximum_observed_jain,stability,late_collapse_flag,late_degradation_flag,delta_goodput_vs_equal_third,delta_goodput_pct_vs_equal_third,delta_jain_vs_equal_third,delta_p99_vs_equal_third,delta_max_wait_vs_equal_third
deficit_service_hold_service,Giữ Service: Throughput-deficit service,deficit_service,Throughput-deficit service,hold_service,Giữ Service: 0.20/0.20/0.25/0.35,0.2,0.2,0.25,0.35,100096,1701,1701,1701,cpu,completed,6696.342819961548,0.0503387160095877,0.9466666666666668,5000.0,5000.0,0.0615444988281249,0.0001019927394633,0.0339597274163381,0.0503705777170617,0.0322878831925233,0.5238721624793039,0.6239483219023589,0.0503387160095877,0.5736096058927712,0.0067919454832676,0.0100741155434123,0.0153861247070312,3.569745881216248e-05,,,0.9466666666666668,0.0515142002654317,Full collapse,False,False,-90714.67614503845,-93.12568240111773,-0.21730092609041232,4953.0,4952.0
low_throughput_hold_service,Giữ Service: Low-throughput percentile,low_throughput,Low-throughput percentile,hold_service,Giữ Service: 0.20/0.20/0.25/0.35,0.2,0.2,0.25,0.35,100096,1701,1701,1701,cpu,completed,6545.234130075073,0.0514836549183691,0.9466666666666668,5000.0,5000.0,0.0615426463541666,0.0,0.0331933971885177,0.0514798283492055,0.0323203066960863,0.4043920840503891,0.6294264020439153,0.0514836549183691,0.5779427471255462,0.0066386794377035,0.0102959656698411,0.0153856615885416,0.0,,,0.9425,0.0697419352260494,Full collapse,False,False,-90865.78483492493,-93.2808072437608,-0.21615598718163093,4953.0,4952.0
pf_utility_hold_service,Giữ Service: PF utility,pf_utility,PF utility,hold_service,Giữ Service: 0.20/0.20/0.25/0.35,0.2,0.2,0.25,0.35,100096,1701,1701,1701,cpu,completed,7845.455348893738,0.0490997927320054,0.9466666666666668,5000.0,5000.0,0.0615375108072916,0.0355853962018406,0.0397873185810121,0.049132706095462,0.0456232713077619,0.4168873930776539,0.6446403622622973,0.0490997927320054,0.5955405695302919,0.0079574637162024,0.0098265412190924,0.0153843777018229,0.0124548886706442,,,0.695,0.172215126418441,Full collapse,False,False,-89565.56361610626,-91.9460288658795,-0.21853984936799462,4953.0,4952.0
urgency_service_hold_service,Giữ Service: Urgency service,urgency_service,Urgency service,hold_service,Giữ Service: 0.20/0.20/0.25/0.35,0.2,0.2,0.25,0.35,100096,1701,1701,1701,cpu,completed,105663.33376492768,0.1112189277469221,0.0,57.0,58.0,0.9023325415364584,0.3843717710165324,0.5358593651839206,0.1066363420788364,0.4886123966924523,0.5400117089192865,0.6049361305352083,0.1112189277469221,0.49371720278828624,0.1071718730367841,0.0213272684157672,0.2255831353841146,0.1345301198557863,65536.0,65536.0,0.0,0.26447556038052,Stable,False,False,8252.314799927684,8.471644057940475,-0.15642071435307792,10.0,10.0
deficit_service_hold_throughput,Giữ Throughput: Throughput-deficit service,deficit_service,Throughput-deficit service,hold_throughput,Giữ Throughput: 0.25/0.20/0.20/0.35,0.25,0.2,0.2,0.35,100096,1701,1701,1701,cpu,completed,8095.64073780365,0.0478757752135915,0.9466666666666668,5000.0,5000.0,0.0615496617187499,0.0001299881342936,0.0410561048184198,0.0479091771229058,0.0322012898199389,0.5053570969140972,0.6407487431844497,0.0478757752135915,0.5928729679708582,0.0102640262046049,0.0095818354245811,0.0123099323437499,4.549584700277927e-05,,,0.6125,0.087214230691781,Full collapse,False,False,-89315.37822719634,-91.68919407288776,-0.21976386688640853,4953.0,4952.0
low_throughput_hold_throughput,Giữ Throughput: Low-throughput percentile,low_throughput,Low-throughput percentile,hold_throughput,Giữ Throughput: 0.25/0.20/0.20/0.35,0.25,0.2,0.2,0.35,100096,1701,1701,1701,cpu,completed,117373.97533554689,0.0727734365928215,0.0266666666666666,67.0,71.0,0.8780319743489583,0.0558954200857145,0.5952485282391881,0.0733129365383243,0.3586445112672536,0.4021448094563544,0.5964126216114705,0.0727734365928215,0.5236391850186489,0.148812132059797,0.0146625873076648,0.1756063948697916,0.01956339703,,,0.0266666666666666,0.127515446362113,Borderline,False,False,19962.95637054689,20.493529975001735,-0.19486620550717854,20.0,23.0
pf_utility_hold_throughput,Giữ Throughput: PF utility,pf_utility,PF utility,hold_throughput,Giữ Throughput: 0.25/0.20/0.20/0.35,0.25,0.2,0.2,0.35,100096,1701,1701,1701,cpu,completed,28994.911517601013,0.0422856176393219,0.9466666666666668,5000.0,5000.0,0.0702128636718749,0.0153491488581587,0.1470443371960199,0.0606345348493578,0.0683027661036071,0.4237920143566697,0.6233704750480815,0.0422856176393219,0.5810848574087596,0.0367610842990049,0.0121269069698715,0.0140425727343749,0.0053722021003555,49152.0,49152.0,0.0,0.3425506983332938,Late collapse,True,False,-68416.10744739899,-70.2344644110345,-0.22535402446067812,4953.0,4952.0
urgency_service_hold_throughput,Giữ Throughput: Urgency service,urgency_service,Urgency service,hold_throughput,Giữ Throughput: 0.25/0.20/0.20/0.35,0.25,0.2,0.2,0.35,100096,1701,1701,1701,cpu,completed,97877.39808705598,0.3248265379778111,0.0,46.0,48.0,0.9242246296875,0.3901341964225153,0.4963738937242645,0.3136372725955875,0.508212822635564,0.5270172427884482,0.5774334083978545,0.3248265379778111,0.25260687042004343,0.1240934734310661,0.0627274545191175,0.1848449259375,0.1365469687478803,65536.0,81920.0,0.0,0.3273161532245398,Stable,False,False,466.3791220559797,0.4787745031427537,0.05718689587781106,-1.0,0.0
deficit_service_heavy,New-component-heavy: Throughput-deficit service,deficit_service,Throughput-deficit service,new_component_heavy,New-component-heavy: 0.20/0.20/0.20/0.40,0.2,0.2,0.2,0.4,100096,1701,1701,1701,cpu,completed,8751.66382938385,0.0477239405156577,0.9466666666666668,5000.0,5000.0,0.0615903394531249,0.0001878810439844,0.0443830499835443,0.0480231729988822,0.030874464904704,0.521737931190898,0.6280124553928041,0.0477239405156577,0.5802885148771464,0.0088766099967088,0.0096046345997764,0.0123180678906249,7.515241759378467e-05,,,0.3833333333333333,0.1115311045009961,Full collapse,False,False,-88659.35513561615,-91.015735260373,-0.21991570158434232,4953.0,4952.0
low_throughput_heavy,New-component-heavy: Low-throughput percentile,low_throughput,Low-throughput percentile,new_component_heavy,New-component-heavy: 0.20/0.20/0.20/0.40,0.2,0.2,0.2,0.4,100096,1701,1701,1701,cpu,completed,7653.351369610596,0.0494060740682524,0.9466666666666668,5000.0,5000.0,0.0615369944010416,0.0,0.0388130854887931,0.0494267426003668,0.0299553644980403,0.3525658467601771,0.6483089124644519,0.0494060740682524,0.5989028383961995,0.0077626170977586,0.0098853485200733,0.0123073988802083,0.0,,,0.8475,0.1341707303700838,Full collapse,False,False,-89757.6675953894,-92.14323856692181,-0.21823356803174762,4953.0,4952.0
pf_utility_heavy,New-component-heavy: PF utility,pf_utility,PF utility,new_component_heavy,New-component-heavy: 0.20/0.20/0.20/0.40,0.2,0.2,0.2,0.4,100096,1701,1701,1701,cpu,completed,8911.972770851135,0.0448069009241096,0.9466666666666668,5000.0,5000.0,0.0615437065104166,0.0325254905779869,0.0451960382221993,0.0448061655506742,0.0433193782878528,0.3661282279249889,0.6612688978433275,0.0448069009241096,0.616461996919218,0.0090392076444398,0.0089612331101348,0.0123087413020833,0.0130101962311947,,,0.3633333333333333,0.1966783733221864,Full collapse,False,False,-88499.04619414886,-90.85116564271519,-0.22283274117589041,4953.0,4952.0
urgency_service_heavy,New-component-heavy: Urgency service,urgency_service,Urgency service,new_component_heavy,New-component-heavy: 0.20/0.20/0.20/0.40,0.2,0.2,0.2,0.4,100096,1701,1701,1701,cpu,completed,94366.12544967192,0.2764585366138908,0.0,46.0,47.0,0.9250593084635416,0.3918503464718911,0.4785668810225622,0.2707629483160095,0.4916179661491792,0.5221161866558707,0.5946512891802209,0.2764585366138908,0.3181927525663301,0.0957133762045124,0.0541525896632019,0.1850118616927083,0.1567401385887564,81920.0,98304.0,0.0,0.2768535666088528,Stable,False,False,-3044.8935153280763,-3.1258204130090395,0.008818894513890785,-1.0,-1.0
