case_id,case_label,mode,seed,window_end_slot,window_slots,unique_selected_ues,unique_successful_ues,never_selected_ues_so_far,never_successful_ues_so_far,selection_top64_share_so_far,selection_gini_so_far,success_gini_so_far
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,3968,64,1185,1180,0,0,0.069521011844758,0.0746583934496808,0.0755508423888862
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4032,64,1191,1182,0,0,0.0693979414682539,0.074524913969494,0.0754031433535806
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4096,64,1186,1179,0,0,0.0694160461425781,0.0743579037984212,0.0752284586628223
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4160,64,1184,1183,0,0,0.0693772536057692,0.07444387895633,0.075316555753168
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4224,64,1190,1190,0,0,0.0693137428977272,0.0741609392262468,0.0751240138918585
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4288,64,1189,1183,0,0,0.069306786380597,0.0738859231673662,0.0747805838048295
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4352,64,1187,1180,0,0,0.0692784926470588,0.0737371287626378,0.0746485296289053
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4416,64,1192,1189,0,0,0.0693111696105072,0.0738256482110506,0.0747212739850474
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4480,64,1193,1189,0,0,0.0692766462053571,0.0736611211867559,0.0745393123567517
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4544,64,1185,1181,0,0,0.0692327794894366,0.0736195968126467,0.07446785652422
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4608,64,1190,1189,0,0,0.0692477756076389,0.0734616314923321,0.0743309652186691
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4672,64,1183,1175,0,0,0.0692489833047945,0.0735595368685788,0.0743868235375727
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4736,64,1187,1184,0,0,0.0692732527449324,0.0734941307274071,0.0743327046653396
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4800,64,1189,1182,0,0,0.0693196614583333,0.0732592990451388,0.074133803258372
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4864,64,1189,1187,0,0,0.0692395662006579,0.0731070856462444,0.0739640384782393
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4928,64,1184,1179,0,0,0.0691710633116883,0.0728925538166259,0.0737942780891192
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,4992,64,1184,1181,0,0,0.0691293569711538,0.0727198308961004,0.0735477409155026
t0375_j0625,37.5% throughput + 62.5% Jain fairness,stochastic,1701,5000,64,1183,1177,0,0,0.06915,0.0727484635416666,0.0735768041529394
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,64,64,723,657,477,543,0.485595703125,0.7795365397135416,0.7963294027288335
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,128,64,1161,1069,0,56,0.41259765625,0.6788228352864584,0.6924891363389463
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,192,64,990,904,0,53,0.395263671875,0.649637179904514,0.6640352070111817
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,256,64,994,899,0,53,0.38494873046875,0.6386525472005208,0.6520415787922081
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,320,64,831,758,0,53,0.38251953125,0.6461761881510417,0.6593214738366829
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,384,64,760,703,0,53,0.3846842447916667,0.6577728949652777,0.6697666727006681
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,448,64,700,631,0,53,0.3821498325892857,0.6664140392485118,0.6787606307354271
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,512,64,547,507,0,53,0.383056640625,0.6774886067708333,0.6891347763151944
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,576,64,520,488,0,53,0.3786892361111111,0.6740033185040509,0.686018222570659
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,640,64,435,408,0,53,0.3804443359375,0.6811405843098959,0.692931303404313
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,704,64,429,407,0,53,0.3821910511363636,0.6883909653172348,0.6993833608774657
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,768,64,398,381,0,53,0.3813883463541667,0.6928064643012152,0.7030114548702987
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,832,64,363,347,0,53,0.38037109375,0.6991954627403846,0.7087096566508667
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,896,64,365,348,0,53,0.3787493024553571,0.7038804699125744,0.7127486553926512
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,960,64,348,335,0,53,0.37646484375,0.709674750434028,0.7180145448292091
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,1024,64,356,341,0,53,0.3758087158203125,0.7145238749186198,0.7222591080633023
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,1088,64,352,339,0,53,0.3744111902573529,0.7184930778952208,0.725763949903353
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,1152,64,347,334,0,53,0.3742133246527778,0.7228631591796875,0.729766603301047
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,1216,64,348,335,0,53,0.3748458059210526,0.7266538171600878,0.7331317459863617
t025_j075,25% throughput + 75% Jain fairness,deterministic,1701,1280,64,349,332,0,53,0.372802734375,0.7288818969726564,0.734932092896917
