case_id,case_label,mode,seed,ue_id,selected_slots,successful_slots,selection_fraction,success_fraction,final_delivered_bits,final_wait_slots,cqi,demand_factor
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,900,348,315,0.0696,0.063,1032872.879333496,11,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,901,181,164,0.0362,0.0328,43248.35711669922,26,3,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,902,286,249,0.0572,0.0498,42129.44302368164,3,2,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,903,226,203,0.0452,0.0406,469648.9487915039,19,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,904,239,215,0.0478,0.043,347556.83908081055,2,10,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,905,467,411,0.0934,0.0822,814089.9892578125,7,11,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,906,278,249,0.0556,0.0498,42095.57691192627,11,2,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,907,178,162,0.0356,0.0324,230847.74194335935,21,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,908,250,226,0.05,0.0452,683615.8187866211,19,14,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,909,185,170,0.037,0.034,68753.06678771973,5,4,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,910,175,158,0.035,0.0316,178927.32873535156,2,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,911,208,184,0.0416,0.0368,362404.4468688965,3,11,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,912,314,286,0.0628,0.0572,180813.688041687,14,5,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,913,230,203,0.046,0.0406,471904.16583251953,20,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,914,244,217,0.0488,0.0434,582958.3681640625,2,13,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,915,262,237,0.0524,0.0474,26053.0947265625,19,1,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,916,212,190,0.0424,0.038,169177.96368408203,5,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,917,144,130,0.0288,0.026,18998.888694763184,28,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,918,143,130,0.0286,0.026,18592.49535369873,33,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,919,160,142,0.032,0.0284,74124.7424697876,31,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,920,171,152,0.0342,0.0304,133763.66107177734,15,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,921,1064,954,0.2128,0.1908,3145166.133728028,3,15,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,922,320,290,0.064,0.058,877984.4245605469,14,14,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,923,156,143,0.0312,0.0286,74124.7424697876,10,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,924,206,190,0.0412,0.038,167684.58947753906,3,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,925,149,135,0.0298,0.027,31101.77822875977,6,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,926,198,176,0.0396,0.0352,101493.87815093994,3,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,927,173,163,0.0346,0.0326,230152.4174194336,10,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,928,179,157,0.0358,0.0314,179203.8779296875,6,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,929,213,198,0.0426,0.0396,223175.1998291016,14,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,930,325,299,0.065,0.0598,252271.17279052731,1,6,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,931,146,135,0.0292,0.027,31101.77822875977,17,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,932,202,181,0.0404,0.0362,133865.10717773438,21,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,933,361,315,0.0722,0.063,328328.98626708984,2,7,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,934,158,139,0.0316,0.0278,50847.71690368652,1,4,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,935,508,458,0.1016,0.0916,1056005.3794555664,0,12,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,936,207,183,0.0414,0.0366,361924.4409790039,21,11,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,937,1073,973,0.2146,0.1946,3192516.172485352,0,15,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,938,193,175,0.0386,0.035,100226.78853607178,27,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,939,183,162,0.0366,0.0324,232586.05325317383,12,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,940,228,203,0.0456,0.0406,470776.5573120117,23,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,941,137,131,0.0274,0.0262,18931.15647125244,14,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,942,196,175,0.0392,0.035,99466.53476715088,27,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,943,189,169,0.0378,0.0338,274573.8479003906,9,10,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,944,227,205,0.0454,0.041,292731.6245727539,20,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,945,154,139,0.0308,0.0278,50239.28268432617,6,4,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,946,784,690,0.1568,0.138,1860630.576416016,3,13,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,947,414,383,0.0828,0.0766,622525.1896362305,4,10,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,948,238,215,0.0476,0.043,347162.33642578125,6,10,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,949,190,169,0.038,0.0338,68926.9051361084,23,4,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,950,220,198,0.044,0.0396,226217.24096679688,4,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,951,1067,967,0.2134,0.1934,3178872.940979004,3,15,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,952,867,785,0.1734,0.157,2378244.0052490234,2,14,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,953,356,315,0.0712,0.063,1040095.7666015624,1,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,954,144,126,0.0288,0.0252,11684.284881591797,10,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,955,171,158,0.0342,0.0316,26246.2366104126,7,2,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,956,160,147,0.032,0.0294,102097.62615966795,13,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,957,297,261,0.0594,0.0522,71027.52856445312,18,3,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,958,281,249,0.0562,0.0498,42095.57691192627,13,2,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,959,166,152,0.0332,0.0304,16041.13687133789,11,1,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,960,871,790,0.1742,0.158,2390807.755432129,0,14,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,961,179,152,0.0358,0.0304,134830.35693359375,17,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,962,205,190,0.041,0.038,167897.92864990234,1,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,963,197,175,0.0394,0.035,99846.66165161131,22,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,964,349,316,0.0698,0.0632,329395.68212890625,0,7,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,965,142,130,0.0284,0.026,18761.825912475582,31,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,966,274,235,0.0548,0.047,777664.1958618164,19,15,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,967,205,182,0.041,0.0364,133695.22760009766,7,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,968,179,157,0.0358,0.0314,178927.32873535156,19,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,969,336,298,0.0672,0.0596,250742.25659179688,5,6,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,970,186,176,0.0372,0.0352,100226.78853607178,5,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,971,218,203,0.0436,0.0406,466266.12322998047,2,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,972,183,162,0.0366,0.0324,231890.72872924805,12,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,973,267,236,0.0534,0.0472,780874.367980957,10,15,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,974,234,215,0.0468,0.043,346373.33111572266,6,10,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,975,249,221,0.0498,0.0442,436805.3598022461,15,11,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,976,264,236,0.0528,0.0472,776059.1098022461,12,15,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,977,172,152,0.0344,0.0304,133336.98272705078,27,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,978,174,158,0.0348,0.0316,26212.370498657227,3,2,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,979,248,222,0.0496,0.0444,438245.3774719238,6,11,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,980,305,274,0.061,0.0548,118731.59194946288,15,4,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,981,211,190,0.0422,0.038,167684.58947753906,0,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,982,238,215,0.0476,0.043,347556.83908081055,10,10,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,983,199,175,0.0398,0.035,101620.58711242676,10,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,984,468,410,0.0936,0.082,812169.9656982422,7,11,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,985,151,131,0.0302,0.0262,19100.487030029297,4,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,986,208,190,0.0416,0.038,167684.58947753906,14,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,987,180,158,0.036,0.0316,178927.32873535156,0,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,988,191,169,0.0382,0.0338,274573.8479003906,3,10,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,989,314,291,0.0628,0.0582,875028.248046875,17,14,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,990,272,238,0.0544,0.0476,26163.11624145508,4,1,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,991,179,157,0.0358,0.0314,179480.42712402344,11,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,992,1081,971,0.2162,0.1942,3200541.602783203,2,15,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,993,221,198,0.0442,0.0396,225111.04418945312,7,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,994,165,152,0.033,0.0304,132483.62603759766,28,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,995,241,222,0.0482,0.0444,434885.3362426758,17,11,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,996,157,147,0.0314,0.0294,101757.86700439452,6,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,997,280,254,0.056,0.0508,678375.3208007812,14,13,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,998,143,131,0.0286,0.0262,18795.69202423096,1,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,999,137,127,0.0274,0.0254,11684.284881591797,10,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1000,214,190,0.0428,0.038,168751.28533935547,0,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1001,214,198,0.0428,0.0396,222898.6506347656,19,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1002,150,130,0.03,0.026,18829.558135986328,29,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1003,201,184,0.0402,0.0368,360484.4233093262,4,11,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1004,146,130,0.0292,0.026,19100.487030029297,22,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1005,1080,966,0.216,0.1932,3183688.199157715,1,15,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1006,206,182,0.0412,0.0364,134374.74591064453,2,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1007,206,184,0.0412,0.0368,362884.45275878906,15,11,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1008,208,198,0.0416,0.0396,221515.90466308597,22,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1009,292,256,0.0584,0.0512,688831.9731445312,4,13,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1010,315,287,0.063,0.0574,181193.81492614743,4,5,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1011,318,292,0.0636,0.0584,881679.6452026367,2,14,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1012,175,165,0.035,0.033,43139.419189453125,20,3,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1013,264,238,0.0528,0.0476,26163.11624145508,4,1,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1014,351,315,0.0702,0.063,1038490.6805419922,8,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1015,872,788,0.1744,0.1576,2384895.402404785,1,14,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1016,185,169,0.037,0.0338,67970.7942199707,26,4,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1017,221,202,0.0442,0.0404,464574.7104492188,16,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1018,232,205,0.0464,0.041,292731.6245727539,22,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1019,186,162,0.0372,0.0324,232238.3909912109,28,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1020,244,216,0.0488,0.0432,580997.7458496094,20,13,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1021,357,315,0.0714,0.063,1040095.7666015624,11,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1022,170,153,0.034,0.0306,133977.00024414062,1,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1023,219,198,0.0438,0.0396,224281.3966064453,4,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1024,180,163,0.036,0.0326,232238.3909912109,4,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1025,275,249,0.055,0.0498,42095.57691192627,16,2,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1026,153,142,0.0306,0.0284,73111.07077789307,32,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1027,183,162,0.0366,0.0324,232238.3909912109,8,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1028,180,163,0.036,0.0326,231890.72872924805,1,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1029,343,316,0.0686,0.0632,329609.02130126953,8,7,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1030,520,455,0.104,0.091,1060515.8135375977,3,12,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1031,178,158,0.0356,0.0316,26110.772163391117,18,2,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1032,164,147,0.0328,0.0294,102947.02404785156,2,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1033,154,139,0.0308,0.0278,50500.04020690918,6,4,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1034,351,316,0.0702,0.0632,1039293.2235717772,2,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1035,196,175,0.0392,0.035,99719.95269012453,27,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1036,207,190,0.0414,0.038,168111.26782226562,6,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1037,775,701,0.155,0.1402,1875008.473388672,4,13,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1038,168,157,0.0336,0.0314,176714.93518066406,28,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1039,142,126,0.0284,0.0252,11794.306396484377,22,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1040,143,131,0.0286,0.0262,18829.558135986328,9,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1041,208,190,0.0416,0.038,168111.26782226562,9,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1042,347,316,0.0694,0.0632,1036885.594482422,0,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1043,209,190,0.0418,0.038,167897.92864990234,7,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1044,879,787,0.1758,0.1574,2382678.2700195312,5,14,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1045,184,168,0.0368,0.0336,271023.3240051269,26,10,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1046,162,153,0.0324,0.0306,132270.28686523438,4,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1047,258,233,0.0516,0.0466,538433.0685424805,9,12,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1048,141,131,0.0282,0.0262,18727.95980072021,7,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1049,202,181,0.0404,0.0362,134204.8663330078,24,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1050,199,182,0.0398,0.0364,132506.07055664062,10,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1051,157,138,0.0314,0.0276,50152.36351013184,29,4,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1052,210,190,0.042,0.038,167471.25030517578,15,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1053,277,256,0.0554,0.0512,682296.5654296875,4,13,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1054,158,143,0.0316,0.0286,74378.16039276123,20,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1055,213,198,0.0426,0.0396,223451.7490234375,21,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1056,264,236,0.0528,0.0472,780071.8249511719,17,15,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1057,190,168,0.038,0.0336,272601.33462524414,24,10,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1058,168,152,0.0336,0.0304,132696.96520996094,30,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1059,168,158,0.0336,0.0316,177268.03356933594,8,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1060,245,222,0.049,0.0444,436325.3539123535,9,11,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1061,225,203,0.045,0.0406,469085.14453125,8,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1062,229,203,0.0458,0.0406,470776.5573120117,8,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1063,257,221,0.0514,0.0442,437285.3656921387,17,11,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1064,223,202,0.0446,0.0404,464574.7104492188,17,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1065,191,162,0.0382,0.0324,234324.36456298828,8,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1066,876,791,0.1752,0.1582,2395981.0643310547,2,14,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1067,142,126,0.0284,0.0252,11662.28057861328,22,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1068,144,126,0.0288,0.0252,11882.323608398438,8,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1069,217,198,0.0434,0.0396,224557.94580078125,2,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1070,239,214,0.0478,0.0428,347162.33642578125,13,10,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1071,770,700,0.154,0.14,1873701.3918457031,6,13,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1072,352,314,0.0704,0.0628,328755.6646118164,14,7,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1073,175,158,0.035,0.0316,26313.96883392334,3,2,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1074,249,221,0.0498,0.0442,436805.3598022461,19,11,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1075,338,298,0.0676,0.0596,251761.5340576172,13,6,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1076,168,151,0.0336,0.0302,16107.149780273438,19,1,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1077,266,236,0.0532,0.0472,777664.1958618164,15,15,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1078,298,275,0.0596,0.055,119166.18782043456,14,4,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1079,194,176,0.0388,0.0352,100606.91542053224,6,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1080,312,274,0.0624,0.0548,118992.3494720459,8,4,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1081,222,203,0.0444,0.0406,468521.3402709961,14,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1082,146,135,0.0292,0.027,31483.060974121094,5,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1083,201,182,0.0402,0.0364,133185.5888671875,14,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1084,499,456,0.0998,0.0912,1051494.9453735352,10,12,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1085,232,206,0.0464,0.0412,294817.59814453125,0,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1086,885,795,0.177,0.159,2409283.858642578,4,14,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1087,141,130,0.0282,0.026,18761.825912475582,37,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1088,322,291,0.0644,0.0582,880201.5569458008,12,14,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1089,419,383,0.0838,0.0766,622919.6922912598,1,10,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1090,251,222,0.0502,0.0444,437765.3715820313,7,11,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1091,277,256,0.0554,0.0512,680989.4838867188,1,13,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1092,347,316,0.0694,0.0632,1038490.6805419922,7,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1093,880,794,0.176,0.1588,2404110.5497436523,1,14,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1094,154,135,0.0308,0.027,31319.654083251957,2,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1095,174,158,0.0348,0.0316,25907.575492858887,25,2,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1096,228,206,0.0456,0.0412,293774.6113586426,5,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1097,281,248,0.0562,0.0496,41960.11246490479,19,2,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1098,196,181,0.0392,0.0362,133865.10717773438,25,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1099,258,233,0.0516,0.0466,536177.8515014648,1,12,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1100,348,314,0.0696,0.0628,326195.59454345703,13,7,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1101,517,454,0.1034,0.0908,1056005.3794555664,10,12,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1102,165,152,0.033,0.0304,132270.28686523438,30,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1103,249,222,0.0498,0.0444,438725.3833618164,7,11,1.0
