case_id,case_label,mode,seed,ue_id,selected_slots,successful_slots,selection_fraction,success_fraction,final_delivered_bits,final_wait_slots,cqi,demand_factor
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,0,422,383,0.0844,0.0766,624497.702911377,2,10,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,1,789,703,0.1578,0.1406,1889386.370361328,4,13,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,2,251,216,0.0502,0.0432,583611.9089355469,18,13,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,3,252,226,0.0504,0.0452,685093.907043457,3,14,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,4,141,126,0.0282,0.0252,11794.306396484377,26,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,5,191,175,0.0382,0.035,100100.07957458496,22,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,6,149,135,0.0298,0.027,30992.840301513672,12,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,7,264,236,0.0528,0.0472,778466.7388916016,19,15,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,8,231,206,0.0462,0.0412,294469.9358825684,0,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,9,279,262,0.0558,0.0524,71299.87338256836,10,3,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,10,376,334,0.0752,0.0668,428651.2512207031,12,8,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,11,184,157,0.0368,0.0314,180033.5255126953,11,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,12,238,205,0.0476,0.041,296208.2471923828,13,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,13,139,126,0.0278,0.0252,11640.276275634766,17,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,14,260,233,0.052,0.0466,538996.8728027344,18,12,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,15,202,168,0.0404,0.0336,276151.8585205078,16,10,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,16,219,198,0.0438,0.0396,225664.142578125,7,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,17,198,181,0.0396,0.0362,133355.46844482422,24,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,18,374,334,0.0748,0.0668,429204.349609375,3,8,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,19,326,292,0.0652,0.0584,888331.0423583984,14,14,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,20,333,291,0.0666,0.0582,889070.0864868164,11,14,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,21,245,217,0.049,0.0434,581651.2866210938,9,13,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,22,152,135,0.0304,0.027,31591.998901367188,13,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,23,171,151,0.0342,0.0302,16019.132568359377,26,1,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,24,276,250,0.0552,0.05,42298.773582458496,0,2,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,25,155,139,0.031,0.0278,50239.28268432617,22,4,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,26,359,315,0.0718,0.063,1039293.2235717772,13,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,27,331,298,0.0662,0.0596,252101.29321289065,15,6,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,28,153,135,0.0306,0.027,31374.123046875,12,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,29,159,135,0.0318,0.027,31374.123046875,12,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,30,182,158,0.0364,0.0316,26144.638275146484,0,2,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,31,176,158,0.0352,0.0316,25873.70938110352,14,2,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,32,175,158,0.035,0.0316,25941.441604614258,7,2,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,33,205,182,0.041,0.0364,132675.95013427734,6,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,34,297,256,0.0594,0.0512,690792.5954589844,7,13,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,35,140,126,0.028,0.0252,11816.31069946289,35,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,36,358,316,0.0716,0.0632,1044911.0247802734,4,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,37,170,158,0.034,0.0316,178374.2303466797,1,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,38,181,158,0.0362,0.0316,26212.370498657227,2,2,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,39,193,168,0.0386,0.0336,274968.3505554199,24,10,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,40,225,203,0.045,0.0406,470212.7530517578,10,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,41,204,190,0.0408,0.038,167897.92864990234,22,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,42,175,157,0.035,0.0314,178650.77954101562,24,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,43,372,334,0.0744,0.0668,431693.2923583984,0,8,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,44,254,226,0.0508,0.0452,686571.995300293,12,14,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,45,778,702,0.1556,0.1404,1880236.7995605469,2,13,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,46,165,147,0.033,0.0294,102777.14447021484,4,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,47,179,162,0.0358,0.0324,230847.74194335935,29,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,48,241,223,0.0482,0.0446,436325.3539123535,0,11,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,49,1068,973,0.2136,0.1946,3199739.059753418,1,15,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,50,209,189,0.0418,0.0378,168111.26782226562,24,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,51,877,795,0.1754,0.159,2402632.4614868164,3,14,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,52,250,226,0.05,0.0452,681398.6864013672,12,14,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,53,225,198,0.045,0.0396,226217.24096679688,10,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,54,135,127,0.027,0.0254,11794.306396484377,4,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,55,224,202,0.0448,0.0404,465702.31896972656,23,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,56,245,222,0.049,0.0444,435365.3421325684,19,11,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,57,149,135,0.0298,0.027,31047.30926513672,17,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,58,180,163,0.036,0.0326,232238.3909912109,3,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,59,162,143,0.0324,0.0286,74631.57831573486,18,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,60,219,198,0.0438,0.0396,225387.59338378903,0,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,61,285,249,0.057,0.0498,42095.57691192627,10,2,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,62,224,198,0.0448,0.0396,225664.142578125,0,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,63,194,176,0.0388,0.0352,100987.04230499268,10,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,64,167,153,0.0334,0.0306,133550.32189941406,5,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,65,141,127,0.0282,0.0254,11750.297790527344,6,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,66,251,222,0.0502,0.0444,438725.3833618164,2,11,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,67,165,147,0.033,0.0294,102607.26489257812,22,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,68,428,383,0.0856,0.0766,624892.2055664062,0,10,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,69,177,157,0.0354,0.0314,179203.8779296875,17,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,70,405,356,0.081,0.0712,539571.8305664062,11,9,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,71,1070,972,0.214,0.1944,3194923.801574707,0,15,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,72,401,356,0.0802,0.0712,542353.1286621094,1,9,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,73,146,131,0.0292,0.0262,18626.3614654541,14,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,74,137,131,0.0274,0.0262,18660.227577209476,22,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,75,240,215,0.048,0.043,347951.34173583984,6,10,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,76,203,182,0.0406,0.0364,132675.95013427734,3,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,77,201,190,0.0402,0.038,168324.6069946289,8,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,78,228,206,0.0456,0.0412,294469.9358825684,8,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,79,216,190,0.0432,0.038,168537.9461669922,3,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,80,162,147,0.0324,0.0294,102437.3853149414,25,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,81,332,292,0.0664,0.0584,889809.1306152344,0,14,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,82,449,414,0.0898,0.0828,811689.9598083496,4,11,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,83,775,696,0.155,0.1392,1866512.443359375,4,13,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,84,162,143,0.0324,0.0286,74631.57831573486,21,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,85,157,143,0.0314,0.0286,74504.86935424805,13,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,86,881,782,0.1762,0.1564,2373809.740478516,4,14,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,87,159,147,0.0318,0.0294,102097.62615966795,32,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,88,304,275,0.0608,0.055,119253.1069946289,3,4,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,89,201,181,0.0402,0.0362,133015.70928955078,25,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,90,227,198,0.0454,0.0396,227599.98693847656,3,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,91,178,162,0.0356,0.0324,230847.74194335935,28,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,92,172,152,0.0344,0.0304,133336.98272705078,10,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,93,146,130,0.0292,0.026,18761.825912475582,27,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,94,360,335,0.072,0.067,431969.8415527344,12,8,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,95,164,147,0.0328,0.0294,102437.3853149414,22,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,96,321,292,0.0642,0.0584,884635.8217163086,4,14,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,97,165,138,0.033,0.0276,50239.28268432617,28,4,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,98,203,182,0.0406,0.0364,133185.5888671875,5,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,99,140,126,0.028,0.0252,11662.28057861328,36,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,100,358,316,0.0716,0.0632,1046516.1108398438,8,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,101,421,384,0.0842,0.0768,625286.7082214355,1,10,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,102,293,275,0.0586,0.055,119426.94534301758,12,4,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,103,198,169,0.0396,0.0338,69361.50100708008,26,4,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,104,218,206,0.0436,0.0412,290993.31326293945,15,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,105,207,184,0.0414,0.0368,362404.4468688965,9,11,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,106,295,256,0.059,0.0512,692753.2177734375,1,13,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,107,152,139,0.0304,0.0278,50152.36351013184,22,4,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,108,244,214,0.0488,0.0428,348345.84439086914,22,10,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,109,157,143,0.0314,0.0286,74378.16039276123,10,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,110,254,233,0.0508,0.0466,536741.6557617188,15,12,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,111,357,316,0.0714,0.0632,1043305.9387207032,2,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,112,156,143,0.0312,0.0286,74378.16039276123,4,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,113,180,162,0.036,0.0324,231543.0664672852,8,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,114,145,135,0.029,0.027,31591.998901367188,23,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,115,775,691,0.155,0.1382,1852134.5463867188,4,13,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,116,168,151,0.0336,0.0302,16173.162689208984,25,1,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,117,191,169,0.0382,0.0338,274179.3452453613,2,10,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,118,177,157,0.0354,0.0314,178097.68115234375,20,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,119,187,169,0.0374,0.0338,272601.33462524414,8,10,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,120,163,147,0.0326,0.0294,102607.26489257812,18,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,121,203,175,0.0406,0.035,100733.62438201904,16,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,122,145,135,0.029,0.027,31591.998901367188,25,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,123,344,316,0.0688,0.0632,327902.3079223633,2,7,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,124,379,333,0.0758,0.0666,428374.7020263672,10,8,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,125,145,126,0.029,0.0252,11860.319305419922,21,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,126,319,286,0.0638,0.0572,180433.56115722656,0,5,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,127,301,275,0.0602,0.055,119340.02616882324,8,4,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,128,166,143,0.0332,0.0286,75265.12312316895,2,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,129,176,152,0.0352,0.0304,135043.69610595703,6,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,130,383,358,0.0766,0.0716,539224.1683044434,4,9,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,131,396,356,0.0792,0.0712,539919.4928283691,13,9,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,132,175,152,0.035,0.0304,134403.6785888672,5,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,133,201,182,0.0402,0.0364,133355.46844482422,16,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,134,233,205,0.0466,0.041,292731.6245727539,15,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,135,291,261,0.0582,0.0522,71027.52856445312,7,3,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,136,164,151,0.0328,0.0302,16173.162689208984,20,1,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,137,308,274,0.0616,0.0548,118818.51112365724,17,4,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,138,220,198,0.044,0.0396,224834.4949951172,14,8,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,139,222,202,0.0444,0.0404,465138.5147094727,21,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,140,250,226,0.05,0.0452,685093.907043457,14,14,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,141,160,147,0.032,0.0294,102097.62615966795,25,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,142,185,165,0.037,0.033,43357.29504394531,6,3,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,143,167,147,0.0334,0.0294,102947.02404785156,20,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,144,221,203,0.0442,0.0406,466829.9274902344,1,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,145,227,203,0.0454,0.0406,469648.9487915039,8,12,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,146,204,184,0.0408,0.0368,361924.4409790039,21,11,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,147,178,157,0.0356,0.0314,179203.8779296875,8,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,148,154,147,0.0308,0.0294,101418.1078491211,15,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,149,203,182,0.0406,0.0364,132506.07055664062,9,6,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,150,199,175,0.0398,0.035,100353.4974975586,16,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,151,169,158,0.0338,0.0316,26178.504386901852,24,2,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,152,330,292,0.066,0.0584,889809.1306152344,0,14,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,153,172,152,0.0344,0.0304,133977.00024414062,10,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,154,219,206,0.0438,0.0412,291688.63778686523,17,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,155,195,176,0.039,0.0352,99466.53476715088,7,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,156,226,215,0.0452,0.043,344006.3151855469,14,10,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,157,346,317,0.0692,0.0634,1037688.137512207,1,15,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,158,178,163,0.0356,0.0326,231195.40420532227,7,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,159,181,165,0.0362,0.033,43520.70193481445,7,3,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,160,876,788,0.1752,0.1576,2389329.667175293,5,14,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,161,401,356,0.0802,0.0712,540962.4796142578,6,9,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,162,168,152,0.0336,0.0304,133123.6435546875,21,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,163,139,126,0.0278,0.0252,11530.254760742188,22,1,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,164,344,315,0.0688,0.063,328755.6646118164,9,7,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,165,145,130,0.029,0.026,18863.4242477417,26,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,166,775,703,0.155,0.1406,1881543.881103516,5,13,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,167,163,143,0.0326,0.0286,75138.41416168213,4,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,168,172,152,0.0344,0.0304,133763.66107177734,18,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,169,165,147,0.033,0.0294,102777.14447021484,13,6,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,170,177,157,0.0354,0.0314,178650.77954101562,16,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,171,279,255,0.0558,0.051,681643.0246582031,13,13,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,172,311,287,0.0622,0.0574,181193.81492614743,0,5,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,173,460,411,0.092,0.0822,812649.9715881348,11,11,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,174,262,234,0.0524,0.0468,541815.8941040039,2,12,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,175,166,151,0.0332,0.0302,16063.141174316406,28,1,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,176,297,261,0.0594,0.0522,70918.59063720703,15,3,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,177,255,238,0.051,0.0476,26185.120544433597,14,1,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,178,172,157,0.0344,0.0314,178097.68115234375,18,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,179,173,157,0.0346,0.0314,178097.68115234375,27,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,180,405,356,0.081,0.0712,541657.8041381836,9,9,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,181,257,233,0.0514,0.0466,537305.4600219727,7,12,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,182,190,175,0.038,0.035,100606.91542053224,16,5,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,183,258,233,0.0516,0.0466,537305.4600219727,9,12,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,184,343,315,0.0686,0.063,329182.34295654297,9,7,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,185,230,206,0.046,0.0412,294122.27362060547,3,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,186,238,205,0.0476,0.041,295512.92266845703,12,9,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,187,178,162,0.0356,0.0324,230500.07968139648,28,9,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,188,150,135,0.03,0.027,31047.30926513672,13,3,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,189,205,190,0.041,0.038,167257.9111328125,8,7,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,190,170,152,0.034,0.0304,133123.6435546875,11,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,191,374,334,0.0748,0.0668,431140.19396972656,12,8,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,192,143,131,0.0286,0.0262,18998.888694763184,14,2,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,193,165,158,0.033,0.0316,176714.93518066406,16,8,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,194,186,165,0.0372,0.033,43411.76400756836,19,3,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,195,243,223,0.0486,0.0446,437285.3656921387,3,11,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,196,178,165,0.0356,0.033,43248.35711669922,21,3,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,197,409,384,0.0818,0.0768,623708.6976013184,3,10,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,198,872,789,0.1744,0.1578,2387112.534790039,1,14,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,199,160,143,0.032,0.0286,74631.57831573486,11,5,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,200,318,292,0.0636,0.0584,880940.6010742188,2,14,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,201,232,215,0.0464,0.043,346373.33111572266,11,10,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,202,316,291,0.0632,0.0582,878723.4686889648,13,14,1.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,203,265,238,0.053,0.0476,26185.120544433597,0,1,2.0
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,204,163,152,0.0326,0.0304,132270.28686523438,21,7,0.5
t0375_j0625,37.5% throughput + 62.5% Jain fairness,deterministic,1701,205,164,147,0.0328,0.0294,102777.14447021484,23,6,0.5
